Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
72599,72599,RandomProb,3,failure,unknown-correct,correct,,,
72599,39680,RandomProb,4,failure,insight,correct,CROSS_OUT,,
39680,39680,RandomProb,5,failure,insight,correct,CROSS_OUT,,
39680,28700,RandomProb,6,failure,insight,correct,OPENING,,
28700,89534,RandomProb,7,failure,insight,incorrect,OPENING,,
89534,72599,RandomProb,8,failure,unknown-correct,correct,,,
72599,72599,RandomProb,9,failure,unknown-incorrect,incorrect,,,
72599,89534,RandomProb,10,failure,insight,incorrect,OPENING,,
89534,72599,RandomProb,11,failure,unknown-incorrect,incorrect,,,
72599,72599,RandomProb,12,failure,unknown-incorrect,incorrect,,,
72599,37656,RandomProb,13,failure,insight,correct,SIMPLE_OR_SAME_CAT,,
37656,38067,RandomProb,14,failure,insight,correct,APPLY_IS,,
38067,36692,RandomProb,15,failure,insight,incorrect,CROSS_OUT,,
36692,87473,RandomProb,16,failure,,,,,
95488,23434,RandomProb,0,failure,unknown-incorrect,incorrect,,,
23434,27288,RandomProb,1,failure,insight,incorrect,APPLY_OR,,
27288,22470,RandomProb,2,failure,unknown-incorrect,incorrect,,,
22470,62990,RandomProb,3,failure,insight,correct,SIMPLE_OR_SAME_CAT,,
62990,85803,RandomProb,4,failure,unknown-incorrect,incorrect,,,
85803,85803,RandomProb,5,failure,unknown-incorrect,incorrect,,,
85803,72845,RandomProb,6,failure,insight,correct,CROSS_OUT,,
72845,72845,RandomProb,7,failure,insight,correct,CROSS_OUT,,
72845,99044,RandomProb,8,failure,insight,incorrect,OPENING,,
99044,85803,RandomProb,9,failure,unknown-correct,correct,,,
85803,69715,RandomProb,10,failure,insight,correct,APPLY_OR,,
69715,11003,RandomProb,11,failure,unknown-correct,correct,,,
11003,91539,RandomProb,12,failure,insight,incorrect,OPENING,,
91539,96146,RandomProb,13,failure,insight,correct,CROSS_OUT,,
96146,96146,RandomProb,14,failure,insight,correct,CROSS_OUT,,
96146,11003,RandomProb,15,failure,unknown-correct,correct,,,
11003,39336,RandomProb,16,failure,,,,,
57089,23899,RandomProb,0,failure,unknown-correct,correct,,,
23899,12034,RandomProb,1,failure,insight,correct,APPLY_IS,,
12034,38172,RandomProb,2,failure,unknown-incorrect,incorrect,,,
38172,38172,RandomProb,3,failure,unknown-incorrect,incorrect,,,
38172,38172,RandomProb,4,failure,unknown-correct,correct,,,
38172,38172,RandomProb,5,failure,unknown-correct,correct,,,
38172,38172,RandomProb,6,failure,unknown-correct,correct,,,
38172,38172,RandomProb,7,failure,unknown-correct,correct,,,
38172,38172,RandomProb,8,failure,unknown-correct,correct,,,
38172,38172,RandomProb,9,failure,unknown-correct,correct,,,
38172,38172,RandomProb,10,failure,unknown-incorrect,incorrect,,,
38172,38172,RandomProb,11,failure,unknown-correct,correct,,,
38172,38172,RandomProb,12,failure,unknown-incorrect,incorrect,,,
38172,38172,RandomProb,13,failure,unknown-correct,correct,,,
38172,38172,RandomProb,14,failure,unknown-incorrect,incorrect,,,
38172,38172,RandomProb,15,failure,unknown-correct,correct,,,
38172,93363,RandomProb,16,failure,insight,correct,TRANS_SETS,,
93363,93363,RandomProb,17,failure,insight,correct,TRANS_SETS,,
93363,15478,RandomProb,18,failure,insight,incorrect,OPENING,,
15478,93363,RandomProb,19,failure,insight,incorrect,TRANS_SETS,,
93363,69145,RandomProb,20,failure,unknown-correct,correct,,,
69145,93363,RandomProb,21,failure,insight,correct,TRANS_SETS,,
93363,99265,RandomProb,22,failure,insight,correct,SIMPLE_OR_SAME_CAT,,
99265,74402,RandomProb,23,failure,unknown-incorrect,incorrect,,,
74402,58321,RandomProb,24,failure,insight,correct,TRANS_ABC_FALSE,,
58321,66006,RandomProb,25,failure,unknown-correct,correct,,,
66006,66006,RandomProb,26,failure,unknown-correct,correct,,,
66006,66006,RandomProb,27,failure,unknown-correct,correct,,,
66006,58321,RandomProb,28,failure,insight,correct,TRANS_SETS,,
58321,18121,RandomProb,29,failure,insight,correct,OPENING,,
18121,78962,RandomProb,30,failure,insight,incorrect,CROSS_OUT,,
78962,18977,RandomProb,31,failure,insight,correct,BEFORE_NOINFO,,
18977,11741,RandomProb,32,failure,insight,correct,CROSS_OUT,,
11741,64157,RandomProb,33,failure,insight,correct,BEFORE_N_SPOTS_NOINFO,,
64157,64157,RandomProb,34,failure,insight,correct,BEFORE_N_SPOTS_NOINFO,,
64157,60831,RandomProb,35,failure,insight,incorrect,OPENING,,
60831,68308,RandomProb,36,failure,insight,correct,CROSS_OUT,,
68308,68308,RandomProb,37,failure,insight,correct,CROSS_OUT,,
68308,20298,RandomProb,38,failure,unknown-correct,correct,,,
20298,64157,RandomProb,39,failure,insight,incorrect,TRANS_ABC_FALSE,,
64157,68308,RandomProb,40,failure,insight,correct,CROSS_OUT,,
68308,26395,RandomProb,41,failure,insight,incorrect,OPENING,,
26395,26395,RandomProb,42,failure,insight,correct,OPENING,,
26395,64157,RandomProb,43,failure,insight,incorrect,TRANS_ABC_FALSE,,
64157,26395,RandomProb,44,failure,insight,correct,OPENING,,
26395,61336,RandomProb,45,failure,insight,correct,BEFORE_N_SPOTS_CROSSCHECK,,
61336,61336,RandomProb,46,failure,insight,correct,TRANS_ABC_FALSE,,
61336,36622,RandomProb,47,failure,insight,correct,OPENING,,
36622,43801,RandomProb,48,failure,,,,,
66427,83103,RandomProb,0,failure,unknown-incorrect,incorrect,,,
83103,83103,RandomProb,1,failure,unknown-correct,correct,,,
83103,83103,RandomProb,2,failure,unknown-correct,correct,,,
83103,83103,RandomProb,3,failure,unknown-correct,correct,,,
83103,83103,RandomProb,4,failure,unknown-incorrect,incorrect,,,
83103,80480,RandomProb,5,failure,insight,correct,BEFORE_NOINFO,,
80480,97294,RandomProb,6,failure,unknown-incorrect,incorrect,,,
97294,97294,RandomProb,7,failure,unknown-incorrect,incorrect,,,
97294,97294,RandomProb,8,failure,unknown-incorrect,incorrect,,,
97294,97294,RandomProb,9,failure,unknown-correct,correct,,,
97294,97294,RandomProb,10,failure,unknown-incorrect,incorrect,,,
97294,25189,RandomProb,11,failure,insight,correct,BEFORE_NOINFO,,
25189,23553,RandomProb,12,failure,insight,correct,TRANS_SETS,,
23553,23553,RandomProb,13,failure,insight,correct,TRANS_SETS,,
23553,90408,RandomProb,14,failure,unknown-correct,correct,,,
90408,90408,RandomProb,15,failure,unknown-correct,correct,,,
90408,90408,RandomProb,16,failure,unknown-correct,correct,,,
90408,90408,RandomProb,17,failure,unknown-correct,correct,,,
90408,23553,RandomProb,18,failure,insight,correct,TRANS_SETS,,
23553,56287,RandomProb,19,failure,insight,correct,APPLY_IS,,
56287,71960,RandomProb,20,failure,insight,incorrect,OPENING,,
71960,56287,RandomProb,21,failure,insight,correct,TRANS_SETS,,
56287,73816,RandomProb,22,failure,insight,correct,CROSS_OUT,,
73816,42011,RandomProb,23,failure,unknown-incorrect,incorrect,,,
42011,56287,RandomProb,24,failure,insight,incorrect,TRANS_SETS,,
56287,56287,RandomProb,25,failure,insight,incorrect,TRANS_SETS,,
56287,71960,RandomProb,26,failure,insight,incorrect,OPENING,,
71960,42011,RandomProb,27,failure,unknown-correct,correct,,,
42011,56287,RandomProb,28,failure,insight,correct,TRANS_SETS,,
56287,86711,RandomProb,29,failure,insight,incorrect,OPENING,,
86711,73816,RandomProb,30,failure,insight,incorrect,CROSS_OUT,,
73816,37512,RandomProb,31,failure,insight,correct,TRANS_ABC_FALSE,,
37512,37512,RandomProb,32,failure,insight,correct,TRANS_SETS,,
37512,61142,RandomProb,33,failure,unknown-correct,correct,,,
61142,37512,RandomProb,34,failure,insight,incorrect,TRANS_SETS,,
37512,30580,RandomProb,35,failure,insight,correct,CROSS_OUT,,
30580,37512,RandomProb,36,failure,insight,correct,TRANS_SETS,,
37512,37512,RandomProb,37,failure,insight,correct,TRANS_ABC_FALSE,,
37512,37512,RandomProb,38,failure,insight,correct,TRANS_SETS,,
37512,30580,RandomProb,39,failure,insight,correct,CROSS_OUT,,
30580,56248,RandomProb,40,failure,insight,incorrect,OPENING,,
56248,37512,RandomProb,41,failure,insight,correct,TRANS_ABC_FALSE,,
37512,37512,RandomProb,42,failure,insight,correct,TRANS_ABC_FALSE,,
37512,56248,RandomProb,43,failure,insight,incorrect,OPENING,,
56248,30580,RandomProb,44,failure,insight,correct,CROSS_OUT,,
30580,30580,RandomProb,45,failure,insight,correct,CROSS_OUT,,
30580,30580,RandomProb,46,failure,insight,incorrect,CROSS_OUT,,
30580,37512,RandomProb,47,failure,insight,correct,TRANS_ABC_FALSE,,
37512,38990,RandomProb,48,failure,,,,,
13048,26373,RandomProb,0,failure,unknown-incorrect,incorrect,,,
26373,26373,RandomProb,1,failure,unknown-correct,correct,,,
26373,26373,RandomProb,2,failure,unknown-incorrect,incorrect,,,
26373,26373,RandomProb,3,failure,unknown-correct,correct,,,
26373,26373,RandomProb,4,failure,unknown-correct,correct,,,
26373,26373,RandomProb,5,failure,unknown-correct,correct,,,
26373,26373,RandomProb,6,failure,unknown-incorrect,incorrect,,,
26373,82552,RandomProb,7,failure,insight,correct,BEFORE_NOINFO,,
82552,48339,RandomProb,8,failure,unknown-correct,correct,,,
48339,48339,RandomProb,9,failure,unknown-correct,correct,,,
48339,48339,RandomProb,10,failure,unknown-incorrect,incorrect,,,
48339,48339,RandomProb,11,failure,unknown-incorrect,incorrect,,,
48339,48339,RandomProb,12,failure,unknown-incorrect,incorrect,,,
48339,38127,RandomProb,13,failure,insight,correct,TRANS_SETS,,
38127,80126,RandomProb,14,failure,unknown-incorrect,incorrect,,,
80126,38127,RandomProb,15,failure,insight,incorrect,TRANS_SETS,,
38127,40524,RandomProb,16,failure,insight,correct,BEFORE_N_SPOTS_NOINFO,,
40524,25020,RandomProb,17,failure,unknown-correct,correct,,,
25020,40524,RandomProb,18,failure,insight,correct,TRANS_SETS,,
40524,40524,RandomProb,19,failure,insight,correct,TRANS_SETS,,
40524,40524,RandomProb,20,failure,insight,correct,TRANS_SETS,,
40524,76786,RandomProb,21,failure,insight,incorrect,OPENING,,
