Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
38532,84129,CrossOpenBasicOnly,10,failure,insight,correct,OPENING,,
84129,38665,CrossOpenBasicOnly,11,failure,insight,correct,CROSS_OUT,,
38665,36687,CrossOpenBasicOnly,12,failure,unknown-correct,correct,,,
36687,36687,CrossOpenBasicOnly,13,failure,unknown-correct,correct,,,
36687,44053,CrossOpenBasicOnly,14,failure,insight,correct,OPENING,,
44053,38665,CrossOpenBasicOnly,15,failure,insight,correct,CROSS_OUT,,
38665,38665,CrossOpenBasicOnly,16,failure,insight,correct,CROSS_OUT,,
38665,44053,CrossOpenBasicOnly,17,failure,insight,correct,OPENING,,
44053,38665,CrossOpenBasicOnly,18,failure,insight,correct,CROSS_OUT,,
38665,38665,CrossOpenBasicOnly,19,failure,insight,correct,CROSS_OUT,,
38665,84129,CrossOpenBasicOnly,20,failure,insight,correct,OPENING,,
84129,46371,CrossOpenBasicOnly,21,failure,insight,incorrect,TRANS_ABC_FALSE,,
46371,39587,CrossOpenBasicOnly,22,failure,insight,correct,BEFORE_N_SPOTS_SHIFT,,
39587,83851,CrossOpenBasicOnly,23,failure,insight,correct,OPENING,,
83851,83851,CrossOpenBasicOnly,24,failure,insight,incorrect,OPENING,,
83851,53494,CrossOpenBasicOnly,25,failure,insight,correct,CROSS_OUT,,
53494,39587,CrossOpenBasicOnly,26,failure,insight,correct,TRANS_ABC_FALSE,,
39587,83851,CrossOpenBasicOnly,27,failure,insight,incorrect,OPENING,,
83851,53494,CrossOpenBasicOnly,28,failure,insight,incorrect,CROSS_OUT,,
53494,56413,CrossOpenBasicOnly,29,failure,insight,incorrect,OPENING,,
56413,53494,CrossOpenBasicOnly,30,failure,insight,incorrect,CROSS_OUT,,
53494,83851,CrossOpenBasicOnly,31,failure,insight,incorrect,OPENING,,
83851,53494,CrossOpenBasicOnly,32,failure,insight,correct,CROSS_OUT,,
53494,53494,CrossOpenBasicOnly,33,failure,insight,correct,CROSS_OUT,,
53494,83851,CrossOpenBasicOnly,34,failure,insight,incorrect,OPENING,,
83851,35361,CrossOpenBasicOnly,35,failure,,,,,
28132,62404,CrossOpenBasicOnly,0,failure,unknown-incorrect,incorrect,,,
62404,74125,CrossOpenBasicOnly,1,failure,insight,incorrect,CROSS_OUT,,
74125,74125,CrossOpenBasicOnly,2,failure,insight,incorrect,CROSS_OUT,,
74125,76736,CrossOpenBasicOnly,3,failure,insight,incorrect,APPLY_OR,,
76736,44262,CrossOpenBasicOnly,4,failure,insight,incorrect,CROSS_OUT,,
44262,44262,CrossOpenBasicOnly,5,failure,insight,incorrect,CROSS_OUT,,
44262,84455,CrossOpenBasicOnly,6,failure,unknown-incorrect,incorrect,,,
84455,44262,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
44262,44262,CrossOpenBasicOnly,8,failure,insight,incorrect,CROSS_OUT,,
44262,84455,CrossOpenBasicOnly,9,failure,unknown-correct,correct,,,
84455,84455,CrossOpenBasicOnly,10,failure,unknown-incorrect,incorrect,,,
84455,44262,CrossOpenBasicOnly,11,failure,insight,correct,CROSS_OUT,,
44262,91853,CrossOpenBasicOnly,12,failure,insight,correct,OPENING,,
91853,44262,CrossOpenBasicOnly,13,failure,insight,correct,CROSS_OUT,,
44262,41391,CrossOpenBasicOnly,14,failure,insight,correct,BEFORE_NOINFO,,
41391,96950,CrossOpenBasicOnly,15,failure,insight,correct,BEFORE_N_SPOTS_SHIFT,,
96950,79451,CrossOpenBasicOnly,16,failure,insight,correct,OPENING,,
79451,63614,CrossOpenBasicOnly,17,failure,insight,correct,CROSS_OUT,,
63614,63614,CrossOpenBasicOnly,18,failure,insight,correct,CROSS_OUT,,
63614,63655,CrossOpenBasicOnly,19,failure,insight,incorrect,TRANS_ABC_FALSE,,
63655,76005,CrossOpenBasicOnly,20,failure,insight,incorrect,OPENING,,
76005,55618,CrossOpenBasicOnly,21,failure,insight,incorrect,CROSS_OUT,,
55618,95537,CrossOpenBasicOnly,22,failure,insight,correct,BEFORE_NOINFO,,
95537,18287,CrossOpenBasicOnly,23,failure,unknown-incorrect,incorrect,,,
18287,95537,CrossOpenBasicOnly,24,failure,insight,correct,TRANS_ABC_FALSE,,
95537,95689,CrossOpenBasicOnly,25,failure,insight,incorrect,OPENING,,
95689,56359,CrossOpenBasicOnly,26,failure,insight,correct,CROSS_OUT,,
56359,29676,CrossOpenBasicOnly,27,failure,insight,incorrect,OPENING,,
29676,56359,CrossOpenBasicOnly,28,failure,insight,correct,CROSS_OUT,,
56359,95689,CrossOpenBasicOnly,29,failure,insight,incorrect,OPENING,,
95689,56359,CrossOpenBasicOnly,30,failure,insight,incorrect,CROSS_OUT,,
56359,95537,CrossOpenBasicOnly,31,failure,insight,incorrect,TRANS_ABC_FALSE,,
95537,95689,CrossOpenBasicOnly,32,failure,insight,incorrect,OPENING,,
95689,56359,CrossOpenBasicOnly,33,failure,insight,correct,CROSS_OUT,,
56359,95689,CrossOpenBasicOnly,34,failure,insight,incorrect,OPENING,,
95689,39694,CrossOpenBasicOnly,35,failure,,,,,
